Model,RMSE,MAE,R² Score,MAPE,RMSE_numeric,MAE_numeric,Samples
EMI Amount,₹3754.10,₹2686.15,0.765418342942177,150.39141527229876,3754.0986017677756,2686.1538487598873,64118
Best Regression,₹703.46,₹229.48,0.9916177792337191,7.5897793717268,703.4603493593669,229.4824129078016,80960
